StartDate,EndDate,Duration,Latitude,Longitude,Age,Sex,Race,ruralurban,Religion,Socioeconomic,workhours,Remote,Relationship_status,Relationship_qual,FOMO_1,FOMO_2,FOMO_3,FOMO_4,FOMO_5,FOMO_6,FOMO_7,FOMO_8,FOMO_9,FOMO_10,FOMO_11,socialhours,posting,social_likes,socialeffort,irl,socialengage,socialinfo,familyclose,friendclose,community,Anxiety,valued_1,valued_2,valued_3,valued_4,FOMO
2024-04-02T07:01:13Z,2024-04-02T07:06:23Z,309,42.3574,-88.2209,29,Female,Hispanic,Suburb,100,83,0,Do not work,Partnered,5,4,2,2,1,3,4,3,4,2,4,3,3.2,2,10,23,14,2,Friends,2,6,17,15,68,69,68,67,2.9
2024-04-02T07:02:04Z,2024-04-02T07:06:26Z,261,42.9102,-78.6625,36,Male,White,Suburb,0,45,40,Remote,Dating,4,3,2,2,2,3,1,2,1,2,2,3,1,3,20,60,30,2,Friends,3,6,6,9,70,80,90,80,2
2024-04-02T07:03:41Z,2024-04-02T07:06:26Z,164,40.2062,-75.53,59,Female,White,Rural,21,43,0,Do not work,Partnered,3,2,2,1,1,1,1,4,2,3,1,1,0.3,1,5,1,100,0,Friends,2,6,0,81,20,93,0,50,1.8
2024-04-02T07:03:11Z,2024-04-02T07:06:27Z,195,33.3792,-86.6969,64,Female,White,Suburb,97,106,45,In person,Single,NA,1,1,1,1,1,1,3,1,1,1,1,0.5,0,45,24,100,1,Hobbies,8,20,0,10,100,100,100,51,1.2
2024-04-02T07:04:27Z,2024-04-02T07:06:27Z,120,42.0924,-72.517,49,Male,White,Urban,0,44,0,Do not work,Single,NA,1,1,1,1,1,1,1,1,1,1,1,2,9,1,20,8,0,Hobbies,2,0,0,0,70,0,0,0,1
2024-04-02T07:04:02Z,2024-04-02T07:06:28Z,146,39.9597,-75.1995,20,Female,White,Urban,5,200,10,In person,Single,NA,3,4,3,2,3,3,4,3,4,2,4,2.5,1,100,66,75,6,Friends,3,9,18,65,55,76,14,34,3.1
2024-04-02T07:04:19Z,2024-04-02T07:06:29Z,130,30.2183,-81.5621,29,Male,Asian,Suburb,0,73,36,In person,Dating,5,1,1,1,1,1,1,1,1,1,1,1,1.5,0,0,0,75,1,Hobbies,4,6,0,0,50,50,35,45,1
2024-04-02T07:01:04Z,2024-04-02T07:06:32Z,327,32.4596,-84.9486,24,Female,Black,Urban,100,13,39,In person,Single,NA,1,1,1,4,3,2,3,1,4,4,2,2.5,7,20,70,39,2,Local news,5,2,20,40,81,96,90,90,2.4
2024-04-02T07:04:03Z,2024-04-02T07:06:32Z,148,37.7279,-77.4872,33,Male,White,Suburb,57,80,38,Remote,Partnered,5,1,1,2,2,3,2,1,3,2,2,1,1.5,1,9,4,22,2,Friends,7,3,31,20,83,82,90,74,1.9
2024-04-02T07:01:12Z,2024-04-02T07:06:32Z,320,30.3511,-81.506,53,Female,Multiracial,Urban,10,99,40,Remote,Partnered,5,2,2,1,1,2,1,1,2,1,1,1,2,3,30,20,95,1,Friends,2,0,10,1,90,85,76,10,1.4
2024-04-02T07:01:32Z,2024-04-02T07:06:34Z,301,40.1094,-76.5131,19,Male,Asian,Suburb,10,185,0,Do not work,Dating,5,1,1,1,1,3,1,4,1,3,1,3,2.5,0,70,25,65,4,Friends,2,4,15,0,40,100,0,0,1.7
2024-04-02T07:02:42Z,2024-04-02T07:06:34Z,231,33.431,-93.8765,31,Female,Black,Urban,100,34,40,In person,Dating,4,1,1,1,1,1,1,1,1,1,1,1,3,10,22,81,16,2,Work,1,1,21,55,29,23,23,28,1
2024-04-02T07:04:25Z,2024-04-02T07:06:34Z,129,39.0469,-77.4903,37,Male,White,Urban,100,200,35,In person,Partnered,5,1,1,1,2,5,4,2,5,5,5,1,3.5,21,71,99,52,7,Family,10,14,100,57,100,100,98,100,3.1
2024-04-02T07:03:24Z,2024-04-02T07:06:35Z,190,27.7045,-82.4338,41,Male,White,Suburb,30,106,40,In person,Partnered,5,1,1,1,1,1,1,3,1,1,1,1,1,1,30,51,81,0,Family,5,4,30,0,60,60,60,60,1.2
2024-04-02T07:00:35Z,2024-04-02T07:06:36Z,361,39.7184,-82.6073,38,Male,White,Suburb,64,45,40,In person,Partnered,5,1,1,2,1,3,1,2,2,3,1,1,1,3,5,58,24,2,Hobbies,4,6,25,18,86,76,71,61,1.7
2024-04-02T07:02:38Z,2024-04-02T07:06:37Z,239,41.3259,-74.8773,36,Male,White,Rural,0,65,0,Do not work,Single,NA,1,1,1,1,3,1,3,1,2,1,2,1.5,0,0,0,20,0,Hobbies,2,1,0,23,23,31,0,25,1.5
2024-04-02T07:04:43Z,2024-04-02T07:06:39Z,115,30.1597,-92.0258,30,Male,White,Suburb,0,50,42,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,5,0,10,0,Hobbies,3,3,0,5,100,100,50,50,1
2024-04-02T07:04:18Z,2024-04-02T07:06:39Z,140,37.0701,-88.6769,66,Female,White,Rural,40,30,40,In person,Single,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,5,20,80,1,Family,5,1,0,1,100,100,80,50,1
2024-04-02T07:02:20Z,2024-04-02T07:06:40Z,259,42.2523,-83.2107,29,Male,White,Suburb,100,28,48,Remote,Dating,5,2,3,1,1,3,2,4,5,3,4,2,0.9,2,3,4,3,1,Hobbies,3,1,8,32,83,73,85,84,2.8
2024-04-02T07:02:40Z,2024-04-02T07:06:40Z,239,30.6551,-91.1366,65,Female,White,Suburb,91,58,0,Do not work,Single,NA,1,1,1,1,2,2,1,1,3,2,2,2,2,30,49,61,1,Family,15,6,18,19,70,71,1,1,1.5
2024-04-02T07:02:19Z,2024-04-02T07:06:41Z,262,34.1957,-118.6466,34,Male,Asian,Suburb,70,49,40,Remote,Single,NA,4,3,4,2,4,2,5,2,3,2,4,3,0,11,50,30,2,Hobbies,2,3,25,15,93,85,89,54,3.1
2024-04-02T07:01:19Z,2024-04-02T07:06:42Z,322,21.3037,-157.8667,27,Female,White,Urban,71,79,40,In person,Partnered,5,1,1,1,1,4,4,4,4,4,4,3,4,2,20,69,30,1,Hobbies,3,4,68,28,88,89,91,91,2.8
2024-04-02T07:02:42Z,2024-04-02T07:06:43Z,241,32.1336,-111.0973,53,Female,White,Urban,0,57,44,In person,Partnered,5,4,4,2,1,3,2,3,1,4,2,4,0.9,1,20,38,99,0,Friends,2,2,1,30,70,39,27,27,2.6
2024-04-02T07:03:12Z,2024-04-02T07:06:44Z,211,42.4943,-83.2072,58,Female,White,Suburb,6,125,40,Remote,Partnered,5,1,1,1,1,4,1,2,1,4,1,1,0.5,1,17,5,90,0,Friends,4,10,0,8,100,100,71,97,1.7
2024-04-02T07:01:41Z,2024-04-02T07:06:45Z,303,40.6744,-73.8016,35,Male,White,Suburb,65,128,48,In person,Dating,5,4,3,4,4,3,2,3,4,3,3,2,2.7,8,31,28,35,5,Work,3,4,23,24,78,77,76,73,3.3
2024-04-02T07:00:39Z,2024-04-02T07:06:46Z,366,41.6432,-83.6753,33,Male,White,Suburb,5,44,42,In person,Dating,3,4,3,3,1,3,2,3,1,3,2,3,1.5,2,5,25,33,1,Friends,2,3,5,65,20,60,50,40,2.5
2024-04-02T07:04:07Z,2024-04-02T07:06:49Z,161,38.8616,-77.2663,35,Female,Asian,Suburb,29,98,32,Remote,Single,NA,4,4,1,1,1,1,2,1,1,1,4,2,0,5,5,52,1,Hobbies,1,2,4,19,50,72,58,50,1.7
2024-04-02T07:03:54Z,2024-04-02T07:06:49Z,174,41.0272,-80.7518,64,Male,White,Rural,10,85,50,Remote,Partnered,5,1,1,1,1,1,1,2,1,1,1,1,2,2,30,20,60,1,Family,12,20,20,11,94,95,95,82,1.1
2024-04-02T07:03:05Z,2024-04-02T07:06:49Z,224,39.1547,-84.5911,31,Female,White,Urban,40,122,40,Remote,Partnered,4,2,2,1,1,2,2,3,1,2,1,3,3,4,51,20,62,3,Friends,5,6,17,10,100,100,90,91,1.7
2024-04-02T07:02:58Z,2024-04-02T07:06:50Z,231,39.0851,-77.059,38,Male,White,Suburb,0,200,40,Remote,Partnered,5,2,2,1,1,2,1,1,1,1,1,1,1.5,0,0,0,95,2,Family,2,8,0,2,50,50,50,7,1.3
2024-04-02T07:04:06Z,2024-04-02T07:06:50Z,163,41.022,-80.6659,30,Female,White,Suburb,20,120,10,Do not work,Partnered,4,5,5,5,5,5,5,5,1,5,1,5,1,0,0,0,10,0,Hobbies,1,1,0,95,10,11,0,0,4.2
2024-04-02T07:02:57Z,2024-04-02T07:06:50Z,232,33.8231,-84.3258,34,Male,White,Suburb,2,61,16,Remote,Partnered,5,3,1,2,1,3,2,2,1,1,1,1,0.4,1,2,9,63,0,Local news,1,2,0,12,7,78,83,6,1.7
2024-04-02T07:04:16Z,2024-04-02T07:06:50Z,154,42.4881,-71.2758,31,Male,White,Urban,50,76,41,In person,Single,NA,3,3,3,3,3,3,4,3,4,4,3,2,0,100,51,87,0,Family,5,6,29,49,86,66,79,61,3.3
2024-04-02T07:03:02Z,2024-04-02T07:06:52Z,230,33.1661,-117.0932,52,Female,White,Suburb,20,65,40,In person,Single,NA,2,2,1,1,2,1,4,2,4,1,2,1,1,20,60,10,1,Hobbies,7,4,0,5,80,80,70,50,2
2024-04-02T07:03:48Z,2024-04-02T07:06:53Z,184,28.4797,-82.5126,67,Male,White,Suburb,20,79,0,Do not work,Partnered,5,1,1,1,1,2,1,1,2,1,1,1,1,35,30,49,5,1,Hobbies,6,2,0,0,100,91,70,91,1.2
2024-04-02T07:04:18Z,2024-04-02T07:06:55Z,157,41.7965,-71.4304,59,Female,White,Suburb,0,19,48,Remote,Single,NA,2,2,1,1,2,1,1,1,2,1,1,1,5,3,0,50,2,Family,2,1,0,0,92,92,80,49,1.4
2024-04-02T07:03:01Z,2024-04-02T07:06:55Z,233,35.7704,-78.6293,24,Male,White,Suburb,5,55,40,In person,Dating,4,2,1,3,2,4,4,3,1,3,1,5,2.5,0,90,66,60,3,Global news,1,2,1,25,49,67,70,21,2.4
2024-04-02T07:05:18Z,2024-04-02T07:06:55Z,96,38.9034,-76.9882,42,Female,White,Urban,67,131,49,In person,Partnered,4,2,2,2,2,1,2,2,2,2,2,1,3,6,70,33,53,1,National news,4,4,59,49,73,71,72,70,1.9
2024-04-02T07:03:52Z,2024-04-02T07:06:57Z,185,35.7317,-83.4837,32,Male,White,Suburb,100,155,40,In person,Partnered,5,2,2,1,1,1,1,2,1,2,1,2,1.5,2,10,21,95,1,Friends,12,10,70,20,100,80,60,50,1.4
2024-04-02T07:03:17Z,2024-04-02T07:06:58Z,220,41.9032,-87.6383,57,Female,White,Urban,60,23,30,In person,Single,NA,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,National news,2,3,0,50,100,100,75,100,1
2024-04-02T07:00:39Z,2024-04-02T07:06:58Z,379,6.4474,3.3903,27,Female,White,Suburb,100,150,35,In person,Dating,5,4,1,1,1,4,2,4,2,5,1,2,2.5,1,45,0,60,5,Global news,3,2,50,9,90,95,85,80,2.5
2024-04-02T07:00:47Z,2024-04-02T07:06:58Z,371,40.7123,-74.0068,34,Female,White,Suburb,84,199,42,Remote,Partnered,4,2,2,2,1,2,3,4,3,3,2,2,4.2,3,51,41,62,4,Hobbies,5,10,50,20,88,81,83,84,2.4
2024-04-02T07:03:06Z,2024-04-02T07:06:59Z,232,39.7388,-104.9868,43,Female,White,Suburb,70,99,40,In person,Partnered,5,1,2,1,1,4,3,4,1,5,1,1,1,12,46,50,60,1,Family,5,10,1,40,50,79,35,33,2.3
2024-04-02T07:04:16Z,2024-04-02T07:07:01Z,164,40.7828,-73.9745,24,Male,Not stated,Urban,94,118,59,Remote,Single,NA,3,3,2,1,2,1,4,1,3,1,1,0.8,0,1,1,54,1,Hobbies,4,12,65,24,78,77,52,6,2.1
2024-04-02T07:03:22Z,2024-04-02T07:07:03Z,220,30.5154,-97.6689,37,Female,White,Suburb,25,74,40,In person,Partnered,5,2,1,1,1,3,3,2,3,2,2,2,1,10,40,25,67,1,Family,3,7,34,14,90,90,75,50,2
2024-04-02T07:01:09Z,2024-04-02T07:07:03Z,354,38.7629,-89.9682,26,Male,Black,Urban,52,66,44,Remote,Dating,4,3,3,3,3,5,3,3,5,3,3,3,5,7,32,25,31,10,Sports,5,6,24,21,30,31,25,23,3.4
2024-04-02T07:03:27Z,2024-04-02T07:07:04Z,217,32.0035,-110.7127,47,Male,White,Suburb,13,82,0,Do not work,Partnered,5,4,4,1,1,1,1,1,2,1,2,2,1.5,15,13,29,20,2,Hobbies,3,8,0,74,75,56,0,18,1.8
2024-04-02T07:01:24Z,2024-04-02T07:07:05Z,340,44.4371,-88.0795,41,Female,Black,Urban,91,105,40,Remote,Dating,4,2,3,2,2,1,3,2,2,3,2,2,2.1,10,73,15,17,3,National news,2,8,80,13,90,79,72,52,2.2
2024-04-02T07:02:17Z,2024-04-02T07:07:06Z,288,40.7123,-74.0068,26,Male,White,Urban,71,85,35,Remote,Dating,5,2,3,2,4,3,2,4,2,4,2,4,3,12,8,23,38,3,Global news,3,3,61,48,70,49,25,22,2.8
2024-04-02T07:03:23Z,2024-04-02T07:07:08Z,224,34.024,-118.1965,47,Female,White,Suburb,10,11,0,Do not work,Partnered,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,97,0,Hobbies,9,2,0,77,79,80,1,1,1
2024-04-02T07:03:08Z,2024-04-02T07:07:07Z,239,40.0008,-76.7697,39,Male,White,Suburb,18,55,40,In person,Single,NA,2,2,2,2,4,3,2,2,2,4,2,1.5,4,65,40,2,1,Friends,5,3,0,25,90,95,80,55,2.5
2024-04-02T07:02:33Z,2024-04-02T07:07:08Z,275,40.4836,-81.4387,40,Female,White,Urban,0,90,0,Do not work,Partnered,1,1,1,2,1,3,1,2,1,2,1,1,0.5,0,0,0,15,0,Hobbies,0,2,0,30,35,65,0,0,1.5
2024-04-02T07:03:22Z,2024-04-02T07:07:10Z,227,38.4136,-82.7229,61,Female,White,Rural,91,50,40,In person,Partnered,4,4,4,1,1,4,2,2,4,1,1,1,3,14,20,82,100,4,Friends,8,12,100,28,100,100,100,100,2.4
2024-04-02T07:04:17Z,2024-04-02T07:07:13Z,176,43.122,-76.1229,44,Male,White,Suburb,5,64,40,In person,Partnered,3,2,1,1,1,3,1,1,1,1,1,1,1,0,5,40,80,0,Friends,10,3,0,1,90,85,90,50,1.3
2024-04-02T07:02:43Z,2024-04-02T07:07:14Z,270,33.8358,-81.1215,60,Female,White,Suburb,100,79,0,Do not work,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,100,0,Nothing,0,9,4,6,90,45,1,1,1
2024-04-02T07:04:35Z,2024-04-02T07:07:14Z,159,26.0703,-80.2248,30,Female,Black,Urban,90,51,35,Remote,Single,NA,2,3,1,1,1,2,3,1,2,1,2,2,2,20,10,50,1,Sports,2,3,0,80,90,100,50,60,1.7
2024-04-02T07:01:45Z,2024-04-02T07:07:15Z,329,35.2316,-80.8428,63,Female,White,Urban,100,10,18,In person,Single,NA,1,1,2,1,1,1,2,5,2,2,1,4,6,4,28,9,1,Friends,1,2,1,9,9,12,5,1,1.8
2024-04-02T07:02:35Z,2024-04-02T07:07:16Z,280,28.0619,-82.4044,20,Female,White,Urban,20,80,28,In person,Single,NA,1,2,2,4,3,2,4,2,4,4,3,4,3,6,65,90,7,Friends,7,4,20,80,60,60,50,40,2.8
2024-04-02T07:04:28Z,2024-04-02T07:07:17Z,169,42.951,-87.9437,38,Male,Asian,Urban,50,40,45,Remote,Single,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,20,25,20,1,National news,3,0,0,92,100,100,50,81,1
2024-04-02T07:04:16Z,2024-04-02T07:07:17Z,180,38.2573,-76.4498,48,Female,White,Suburb,0,200,45,In person,Partnered,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,90,0,Family,5,2,0,5,90,90,50,0,1
2024-04-02T07:04:09Z,2024-04-02T07:07:19Z,189,21.9837,-159.3693,31,Female,Multiracial,Rural,50,60,35,Remote,Single,NA,5,2,1,1,3,1,3,1,3,1,2,1,0,0,0,25,1,National news,3,3,0,60,100,100,0,50,2.1
2024-04-02T07:02:47Z,2024-04-02T07:07:19Z,271,34.043,-117.7556,64,Male,White,Suburb,10,49,48,Remote,Single,NA,1,1,1,1,1,1,1,3,1,1,1,4,2,3,20,10,1,National news,3,4,4,10,70,71,50,50,1.2
2024-04-02T07:04:03Z,2024-04-02T07:07:20Z,196,37.9775,-100.8668,52,Female,Hispanic,Rural,1,125,40,In person,Partnered,5,1,1,1,1,1,1,2,1,1,1,1,2,21,45,19,50,1,National news,12,5,9,1,100,100,100,10,1.1
2024-04-02T07:00:36Z,2024-04-02T07:07:21Z,404,40.0459,-75.5307,32,Male,White,Suburb,10,145,55,Remote,Partnered,4,3,3,4,2,3,3,4,2,4,1,3,1,10,60,50,40,1,Friends,6,12,10,20,85,75,70,30,2.9
2024-04-02T07:03:58Z,2024-04-02T07:07:21Z,202,41.1404,-75.9364,63,Male,White,Rural,95,185,55,In person,Partnered,4,2,1,2,2,3,2,3,1,3,3,3,1.5,2,6,4,8,1,Family,6,3,8,7,87,75,85,77,2.2
2024-04-02T07:03:11Z,2024-04-02T07:07:21Z,249,39.7384,-75.6656,19,Male,Black,Urban,71,70,40,In person,Dating,4,5,4,4,1,3,4,3,1,2,2,3,3,21,21,72,61,4,Celebrities,9,2,54,0,60,78,13,11,2.9
2024-04-02T07:04:29Z,2024-04-02T07:07:21Z,171,41.8502,-87.6736,33,Female,White,Urban,0,42,45,In person,Single,NA,1,1,3,1,3,1,4,4,3,1,5,3.6,2,19,21,50,2,Friends,4,10,10,39,100,100,51,72,2.2
2024-04-02T07:02:30Z,2024-04-02T07:07:21Z,290,36.6089,-88.3031,34,Male,White,Rural,60,22,0,Do not work,Single,NA,1,1,2,2,4,2,2,1,3,2,2,3,0,0,30,10,4,Family,4,2,25,70,55,54,50,50,2
2024-04-02T07:03:03Z,2024-04-02T07:07:21Z,257,29.6856,-95.1186,36,Female,White,Suburb,100,39,45,In person,Partnered,5,1,1,1,1,4,1,4,4,4,2,1,3,7,30,60,40,3,Family,7,6,10,20,100,96,80,77,2.3
2024-04-02T07:03:16Z,2024-04-02T07:07:22Z,245,31.4559,-82.8564,42,Male,White,Suburb,10,5,20,Remote,Single,NA,3,2,2,1,3,2,1,1,3,1,2,3,20,15,50,0,1,National news,0,0,0,0,0,0,0,10,1.9
2024-04-02T07:03:01Z,2024-04-02T07:07:25Z,263,42.6654,-77.0621,21,Male,White,Suburb,11,91,40,Remote,Single,NA,2,2,1,1,3,5,4,1,2,1,1,5,1,10,25,85,3,Family,5,1,20,5,80,100,40,82,2.2
2024-04-02T07:01:08Z,2024-04-02T07:07:26Z,377,38.0052,-84.423,46,Female,White,Suburb,0,55,0,Do not work,Partnered,4,4,1,1,1,2,4,1,1,1,1,4,2,1,45,40,1,2,Global news,2,0,0,75,80,0,0,50,1.7
2024-04-02T07:04:09Z,2024-04-02T07:07:25Z,196,30.3122,-81.7243,36,Female,White,Suburb,66,160,40,Remote,Partnered,5,2,2,2,1,4,1,3,2,4,2,2,1,0,51,28,70,0,Hobbies,12,6,60,0,100,100,80,60,2.3
2024-04-02T07:05:14Z,2024-04-02T07:07:27Z,132,26.3982,-98.8091,33,Male,Hispanic,Rural,21,27,0,Do not work,Partnered,5,4,2,1,1,1,1,1,1,1,1,1,3.1,0,0,26,6,2,Family,6,1,3,23,49,55,20,32,1.4
2024-04-02T07:04:03Z,2024-04-02T07:07:27Z,204,42.4325,-79.3329,37,Female,White,Rural,0,20,40,Remote,Single,NA,5,5,1,1,3,1,1,4,2,2,3,1,5,5,5,92,1,Local news,3,0,6,83,57,56,0,3,2.5
2024-04-02T07:00:43Z,2024-04-02T07:07:28Z,405,39.0469,-77.4903,28,Male,White,Suburb,81,47,41,In person,Partnered,5,2,2,2,3,3,3,3,1,2,1,3,3.1,2,15,2,92,5,Friends,5,3,39,76,88,82,73,62,2.2
2024-04-02T07:01:28Z,2024-04-02T07:07:29Z,361,40.7123,-74.0068,24,Male,White,Urban,83,110,45,In person,Single,NA,2,2,1,1,3,2,2,4,2,1,2,5,4,10,25,61,4,Global news,3,5,90,21,89,88,75,35,2
2024-04-02T07:04:27Z,2024-04-02T07:07:29Z,182,39.0634,-96.786,41,Female,White,Rural,50,40,30,In person,Dating,2,1,1,1,1,3,1,1,1,1,1,1,0.2,0,0,0,95,0,Local news,4,0,0,50,50,0,0,0,1.2
2024-04-02T07:05:01Z,2024-04-02T07:07:31Z,150,40.6947,-74.2688,39,Male,White,Suburb,55,136,40,In person,Partnered,5,1,1,1,1,2,1,2,1,2,1,1,1,0,0,5,10,1,Sports,3,7,8,23,94,88,86,50,1.3
2024-04-02T07:00:37Z,2024-04-02T07:07:33Z,416,32.8445,-79.8242,30,Female,Black,Suburb,93,35,40,Remote,Single,NA,1,1,1,1,1,1,3,1,1,1,2,5,3,3,3,19,6,Global news,3,5,41,2,100,100,74,26,1.2
2024-04-02T07:03:20Z,2024-04-02T07:07:33Z,253,40.1618,-79.5087,41,Female,White,Rural,5,55,60,Remote,Partnered,5,3,3,3,1,2,1,1,1,1,1,1,3.5,6,50,70,10,2,National news,3,0,1,80,100,50,100,50,1.7
2024-04-02T07:03:36Z,2024-04-02T07:07:35Z,238,39.8521,-74.9641,35,Female,White,Suburb,2,100,40,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,3,1,3,20,90,1,Local news,2,1,0,52,5,8,6,5,1
2024-04-02T07:02:06Z,2024-04-02T07:07:36Z,330,45.8249,-88.066,72,Male,White,Urban,22,39,20,In person,Single,NA,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,Sports,2,1,0,0,10,62,0,0,1
2024-04-02T07:03:05Z,2024-04-02T07:07:36Z,270,32.7921,-91.91,29,Female,Black,Suburb,18,43,50,Remote,Dating,3,1,1,1,1,1,1,1,1,1,1,1,1.5,0,0,0,70,0,Global news,2,1,0,30,87,84,68,77,1
2024-04-02T07:04:41Z,2024-04-02T07:07:37Z,175,41.5782,-73.415,48,Male,White,Rural,51,61,31,Remote,Partnered,5,1,1,1,1,4,1,3,1,2,2,2,1,1,20,4,61,0,Hobbies,7,10,8,1,83,90,78,87,1.7
2024-04-02T07:05:18Z,2024-04-02T07:07:40Z,142,35.9452,-83.9435,24,Female,White,Suburb,77,160,24,In person,Single,NA,2,2,2,2,4,3,2,2,2,2,2,3.9,1,14,23,70,4,Friends,11,10,50,40,63,57,40,58,2.3
2024-04-02T07:01:03Z,2024-04-02T07:07:41Z,398,36.1671,-86.7861,57,Male,White,Suburb,76,43,35,Remote,Single,NA,1,1,1,1,2,1,1,1,2,1,1,0.4,7,8,10,1,1,National news,4,5,3,4,73,79,84,30,1.2
2024-04-02T07:03:40Z,2024-04-02T07:07:43Z,243,35.8585,-84.1206,72,Male,White,Suburb,75,42,12,Remote,Single,NA,1,1,1,1,3,3,3,4,3,3,1,1.5,3,3,60,70,3,National news,1,2,3,10,80,88,83,81,2.3
2024-04-02T07:05:09Z,2024-04-02T07:07:44Z,155,42.3907,-71.1349,33,Male,White,Rural,14,59,45,In person,Single,NA,5,5,1,1,4,1,2,1,5,3,4,5,4,40,20,56,2,National news,2,5,1,60,11,70,93,67,2.8
2024-04-02T07:04:28Z,2024-04-02T07:07:45Z,197,29.5211,-98.3293,40,Female,Hispanic,Suburb,0,24,0,Do not work,Partnered,5,3,4,1,3,5,3,1,4,1,3,1,2.5,7,15,50,16,2,Family,8,4,0,18,79,100,0,87,2.8
2024-04-02T07:05:11Z,2024-04-02T07:07:46Z,154,38.5682,-89.8965,44,Male,White,Suburb,0,65,40,Remote,Single,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Nothing,4,2,2,35,52,54,50,1,1
2024-04-02T07:03:48Z,2024-04-02T07:07:48Z,239,43.1268,-88.3575,40,Male,White,Suburb,10,80,40,In person,Single,NA,2,2,1,1,2,2,2,1,2,1,2,1.5,5,20,20,1,2,Hobbies,0,2,0,25,60,75,55,1,1.6
2024-04-02T07:04:16Z,2024-04-02T07:07:48Z,212,30.2781,-81.4213,55,Male,Asian,Suburb,18,117,29,Remote,Partnered,5,2,2,1,1,1,1,3,1,2,1,2,3.1,1,10,5,5,5,Global news,3,6,1,2,75,75,78,75,1.5
2024-04-02T07:04:31Z,2024-04-02T07:07:49Z,197,41.9409,-87.6532,27,Male,Black,Urban,15,53,40,In person,Single,NA,1,1,1,1,4,1,2,2,5,4,2,1,7,10,30,10,1,Hobbies,5,6,19,0,100,100,100,51,2.2
2024-04-02T07:03:56Z,2024-04-02T07:07:51Z,234,41.6528,-71.4697,72,Female,White,Suburb,20,50,0,Do not work,Single,NA,1,1,1,1,2,2,2,1,2,1,2,2,1,9,25,0,1,National news,3,3,5,2,85,82,81,88,1.4
2024-04-02T07:05:09Z,2024-04-02T07:07:52Z,163,35.3044,-119.1031,29,Male,White,Suburb,19,200,40,Remote,Partnered,5,5,5,1,1,4,5,1,1,1,1,3,1.9,0,4,1,100,2,Friends,5,8,2,100,51,68,41,3,2.5
2024-04-02T07:05:36Z,2024-04-02T07:07:57Z,140,39.6664,-105.0882,38,Female,White,Urban,20,162,44,Remote,Partnered,5,1,1,2,1,2,1,2,2,2,1,2,2.2,0,40,38,62,4,Friends,3,14,4,10,92,87,87,31,1.5
2024-04-02T07:03:57Z,2024-04-02T07:07:58Z,240,47.54,-122.3032,54,Male,White,Urban,85,170,45,In person,Partnered,4,1,1,1,1,2,1,3,2,3,1,1,1,2,15,20,90,1,Friends,5,12,65,3,90,85,90,50,1.6
2024-04-02T07:02:18Z,2024-04-02T07:07:58Z,340,30.2095,-97.7972,37,Male,White,Suburb,35,165,40,Remote,Partnered,5,3,3,3,2,2,2,3,1,3,2,4,0.7,7,60,39,85,1,Friends,3,8,10,50,65,76,68,52,2.4
2024-04-02T07:04:01Z,2024-04-02T07:08:00Z,238,27.543,-82.5602,55,Female,White,Suburb,90,38,38,Remote,Single,NA,4,4,4,2,3,3,3,2,3,3,4,1,1,5,15,95,2,National news,2,3,35,70,1,1,1,1,3.1
2024-04-02T07:02:54Z,2024-04-02T07:08:00Z,305,40.5581,-111.9222,33,Female,White,Suburb,81,71,0,Do not work,Partnered,4,3,2,4,1,2,1,3,1,5,1,5,0.8,0,5,20,100,0,Family,3,3,51,63,50,60,61,2,2.3
2024-04-02T07:04:55Z,2024-04-02T07:08:02Z,187,34.6234,-86.463,51,Male,White,Suburb,80,195,42,Remote,Partnered,5,1,1,1,1,3,1,3,1,3,1,1,2,1,20,1,75,1,Friends,4,10,40,1,100,90,90,50,1.6
2024-04-02T07:03:07Z,2024-04-02T07:08:03Z,295,43.2188,-71.5294,25,Male,Black,Suburb,27,85,49,In person,Partnered,5,2,2,1,1,2,1,1,2,1,1,3,1,0,1,1,90,2,Friends,6,12,40,17,72,58,69,69,1.4
2024-04-02T07:05:09Z,2024-04-02T07:08:03Z,174,43.0334,-89.4512,33,Male,Asian,Urban,30,185,40,Remote,Dating,5,4,4,5,2,2,5,4,1,4,1,5,2.5,1,30,40,80,3,Friends,5,7,10,15,100,95,85,60,3.2
2024-04-02T07:06:05Z,2024-04-02T07:08:05Z,119,39.7628,-105.0263,35,Male,Asian,Suburb,0,150,40,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,85,0,Hobbies,8,10,0,0,100,100,100,50,1
2024-04-02T07:05:32Z,2024-04-02T07:08:06Z,153,44.2433,-88.3564,40,Male,White,Suburb,0,105,45,In person,Partnered,5,1,1,1,2,2,1,1,1,1,1,1,4.6,16,5,14,0,2,Hobbies,6,3,1,79,82,82,82,81,1.2
